zip,surge_cat1_share,surge_cat3_share
33073,0,0
33076,0,0
33101,0,1
33109,0.0757,0.464
33122,0.0361,0.0635
33125,0.229,0.43
33126,0.00831,0.0992
33127,0,0
33128,0.167,0.584
33129,0.132,0.212
33130,0.199,0.418
33131,0.292,0.608
33132,0.0909,0.361
33133,0.205,0.55
33134,0.00228,0.052
33135,0.0014,0.00702
33136,0.13,0.245
33137,0.125,0.297
33138,0.146,0.398
33139,0.381,0.793
33140,0.412,0.853
33141,0.664,0.971
33142,0.0342,0.133
33143,0.0631,0.224
33144,0,0.0155
33145,0.02,0.425
33146,0.00286,0.184
33147,0.00248,0.0244
33149,0.613,0.813
33150,0.00687,0.128
33154,0.135,0.778
33155,0.00527,0.149
33156,0.173,0.355
33157,0.101,0.579
33158,0.201,0.554
33160,0.222,0.645
33161,0.0288,0.279
33162,0.00169,0.0612
33165,0,0.00836
33166,0.0105,0.0698
33167,0.00141,0.0226
33168,0,0.0166
33169,0,0.0824
33170,0.0445,0.502
33172,0,0.0224
33173,0.0169,0.0693
33174,0,0.00878
33175,0,0.00643
33176,0.0114,0.199
33177,0.0169,0.388
33178,0.00205,0.0159
33179,0.00118,0.013
33180,0.0375,0.344
33181,0.2,0.646
33182,0,0.00172
33183,0,0.0293
33184,0,0.00241
33185,0,0
33186,0,0.118
33187,0.000556,0.399
33189,0.375,0.947
33190,0.57,0.948
33193,0,0.0079
33194,0,0.0541
33196,0,0.184
33301,0.265,0.508
33304,0.0858,0.196
33305,0.0962,0.316
33306,0.122,0.568
33308,0.0652,0.337
33309,0.00154,0.0252
33311,0.00316,0.0258
33312,0.064,0.125
33313,0,0
33314,0.0357,0.0946
33315,0.0192,0.137
33316,0.0899,0.264
33317,0,0.000935
33319,0,0
33321,0,0
33322,0,0
33323,0,0
33324,0,0
33325,0,0
33326,0,0
33327,0,0
33328,0,0
33330,0,0
33331,0,0
33332,0,0
33334,0.00999,0.0786
33351,0,0
33388,0,0
33401,0.0035,0.0193
33403,0,0.00268
33404,0.00771,0.0251
33405,0,0.0296
33406,0,0
33407,0.0003,0.00631
33408,0.0783,0.186
33409,0,0
33410,0.00806,0.0401
33411,0,0
33412,0,0
33413,0,0
33414,0,0
33415,0,0
33417,0,0
33418,0,0
33426,0,0
33428,0,0
33430,0,0
33431,0.0118,0.0271
33432,0.0122,0.0653
33433,0,0
33434,0,0
33435,0.0278,0.0783
33436,0,0
33437,0,0
33438,0,0
33440,0,0
33441,0.00744,0.0626
33442,0,0
33444,0,0
33445,0,0
33446,0,0
33449,0,0
33455,0.0479,0.0878
33458,0.0239,0.0746
33460,0.00814,0.0583
33461,0,0
33462,0.0052,0.0319
33463,0,0
33467,0,0
33469,0.0582,0.152
33470,0,0
33471,0,0
33472,0,0
33473,0,0
33476,0,0
33477,0.0539,0.15
33478,0,0.0000915
33480,0.0544,0.259
33483,0.0817,0.263
33484,0,0
33486,0.00111,0.00222
33487,0.0173,0.058
33493,0,0
33496,0,0
33498,0,0
33503,0,0
33510,0,0.000387
33511,0.00895,0.0384
33513,0,0
33514,0,0
33521,0,0
33523,0,0
33525,0,0
33527,0,0.000186
33530,0,0
33534,0.415,0.652
33538,0,0
33540,0,0
33541,0,0
33542,0,0
33543,0,0
33544,0,0
33545,0,0
33547,0.0000183,0.00259
33548,0,0
33549,0,0
33550,0,0
33556,0,0.00887
33558,0,0
33559,0,0
33563,0,0
33565,0,0
33566,0,0
33567,0,0
33569,0.0187,0.0638
33570,0.435,0.592
33572,0.485,0.719
33573,0.0156,0.0304
33574,0,0
33576,0,0
33578,0.118,0.301
33579,0,0
33584,0,0.0467
33585,0,0
33592,0,0
33594,0,0
33596,0.000258,0.074
33597,0,0
33598,0.00879,0.0211
33602,0.286,0.606
33603,0.0361,0.159
33604,0.0388,0.153
33605,0.342,0.509
33606,0.475,0.88
33607,0.171,0.395
33609,0.303,0.626
33610,0.000813,0.127
33611,0.485,0.989
33612,0,0
33613,0,0
33614,0,0.00541
33615,0.692,0.977
33616,0.731,1
33617,0,0.00828
33618,0,0
33619,0.3,0.608
33620,0,0
33621,0.912,1
33624,0,0
33625,0.00227,0.056
33626,0.105,0.646
33629,0.338,0.966
33634,0.176,0.537
33635,0.751,1
33637,0,0.0691
33647,0,0
33701,0.332,0.459
33702,0.778,0.934
33703,0.727,0.91
33704,0.408,0.509
33705,0.363,0.686
33706,0.991,0.992
33707,0.398,0.582
33708,0.738,0.862
33709,0.11,0.438
33710,0.0408,0.128
33711,0.418,0.551
33712,0.0876,0.373
33713,0,0
33714,0,0.0153
33715,0.962,0.972
33716,0.734,0.918
33744,0.723,0.969
33755,0.0632,0.191
33756,0.0195,0.0439
33759,0.103,0.175
33760,0.212,0.97
33761,0.00347,0.0139
33762,0.542,0.909
33763,0,0
33764,0.221,0.625
33765,0,0.0119
33767,0.986,0.989
33770,0.0575,0.125
33771,0.064,0.617
33772,0.0783,0.163
33773,0.0649,0.465
33774,0.0812,0.164
33776,0.22,0.344
33777,0.339,0.919
33778,0.00156,0.0164
33781,0.0959,0.628
33782,0.0729,0.89
33785,0.98,0.982
33786,1,1
33801,0,0
33803,0,0
33805,0,0
33809,0,0
33810,0,0
33811,0,0
33812,0,0
33813,0,0
33815,0,0
33823,0,0
33825,0,0
33827,0,0
33830,0,0
33834,0,0
33835,0,0
33837,0,0
33838,0,0
33839,0,0
33840,0,0
33841,0,0
33843,0,0
33844,0,0
33847,0,0
33848,0,0
33849,0,0
33850,0,0
33851,0,0
33852,0,0
33853,0,0
33854,0,0
33855,0,0
33856,0,0
33857,0,0
33858,0,0
33859,0,0
33860,0,0
33865,0,0
33867,0,0
33868,0,0
33870,0,0
33872,0,0
33873,0,0
33875,0,0
33876,0,0
33877,0,0
33880,0,0
33881,0,0
33884,0,0
33890,0,0
33896,0,0
33897,0,0
33898,0,0
33901,0.0982,0.887
33903,0.361,0.77
33904,0.539,0.995
33905,0.176,0.485
33907,0.163,0.976
33908,0.915,0.956
33909,0.00164,0.356
33912,0.103,0.634
33913,0,0.0109
33914,0.631,0.957
33916,0.0784,0.317
33917,0.106,0.301
33919,0.622,0.983
33920,0.0725,0.199
33921,0.96,0.96
33922,0.78,0.899
33924,0.917,0.941
33928,0.0969,0.277
33930,0,0
33931,0.975,0.975
33935,0,0
33936,0,0
33944,0,0
33946,0.87,0.987
33947,0.498,0.977
33948,0.606,0.992
33950,0.809,0.903
33952,0.344,0.949
33953,0.603,0.991
33954,0.000686,0.612
33955,0.129,0.203
33956,0.943,0.976
33957,0.949,0.949
33960,0,0
33965,0,0.608
33966,0,0.557
33967,0.073,0.949
33971,0,0
33972,0,0
33973,0,0
33974,0,0
33976,0,0
33980,0.301,0.8
33981,0.762,0.977
33982,0.0197,0.0567
33983,0.213,0.526
33990,0.226,1
33991,0.225,0.973
33993,0.519,0.922
34101,0.92,0.92
34102,0.827,1
34103,0.505,0.982
34104,0.323,0.994
34105,0.194,0.988
34108,0.492,0.964
34109,0.0918,0.972
34110,0.364,0.969
34112,0.459,0.969
34113,0.811,0.966
34114,0.698,0.974
34116,0.0103,0.759
34117,0.177,0.691
34119,0.00303,0.305
34120,0,0.00703
34134,0.708,0.979
34135,0.0746,0.508
34137,0.379,0.992
34138,1,1
34139,0.981,0.981
34140,1,1
34141,0.183,0.626
34142,0,0.0314
34145,0.99,1
34201,0.012,0.0464
34202,0.000892,0.0104
34203,0.0316,0.125
34205,0.0465,0.184
34207,0.1,0.32
34208,0.212,0.487
34209,0.318,0.479
34210,0.411,0.785
34211,0,0.000259
34212,0.0819,0.252
34215,0.968,0.968
34216,1,1
34217,1,1
34219,0.00956,0.0261
34221,0.254,0.411
34222,0.123,0.329
34223,0.212,0.949
34224,0.367,0.928
34228,1,1
34229,0.204,0.822
34231,0.149,0.597
34232,0.000801,0.0787
34233,0,0
34234,0.0608,0.236
34235,0,0
34236,0.587,0.76
34237,0.00823,0.0808
34238,0.00335,0.229
34239,0.0895,0.4
34240,0,0.000266
34241,0.0000421,0.0254
34242,0.984,0.985
34243,0.0306,0.162
34250,0.928,0.932
34251,0,0
34266,0.0000102,0.00869
34267,0,0
34268,0.00638,0.428
34269,0.0982,0.164
34275,0.176,0.616
34285,0.197,0.836
34286,0,0.102
34287,0.172,0.799
34288,0.000153,0.102
34289,0,0
34291,0,0.0108
34292,0.142,0.662
34293,0.266,0.79
34420,0,0
34428,0.471,0.797
34429,0.883,0.951
34431,0.000473,0.022
34432,0,0
34433,0.00121,0.074
34434,0,0
34436,0,0
34442,0,0
34445,0,0
34446,0.0436,0.332
34448,0.824,0.955
34449,0.397,0.721
34450,0,0
34452,0,0
34453,0,0
34461,0,0.00102
34465,0.000358,0.035
34470,0,0
34471,0,0
34472,0,0
34473,0,0
34474,0,0
34475,0,0
34476,0,0
34479,0,0
34480,0,0
34481,0,0
34482,0,0
34484,0,0
34487,0.85,0.85
34488,0,0
34491,0,0
34498,0.948,0.96
34601,0,0
34602,0,0
34604,0,0
34606,0.000756,0.135
34607,0.87,0.963
34608,0,0.0285
34609,0,0
34610,0,0
34613,0.108,0.319
34614,0.092,0.216
34637,0,0
34638,0,0
34639,0,0
34652,0.649,0.761
34653,0.137,0.569
34654,0.00334,0.0552
34655,0.017,0.112
34661,0,0
34667,0.316,0.562
34668,0.51,0.776
34669,0.000778,0.0429
34677,0.369,1
34679,0.751,0.754
34681,0.868,1
34683,0.243,0.43
34684,0.111,0.279
34685,0.129,0.89
34688,0.0723,0.352
34689,0.521,0.877
34690,0.274,0.893
34691,0.39,0.945
34695,0.112,0.363
34698,0.317,0.411
34705,0,0
34711,0,0
34714,0,0
34715,0,0
34729,0,0
34731,0,0
34734,0,0
34736,0,0
34737,0,0
34739,0,0
34741,0,0
34743,0,0
34744,0,0
34746,0,0
34747,0,0
34748,0,0
34753,0,0
34756,0,0
34758,0,0
34759,0,0
34760,0,0
34761,0,0
34762,0,0
34769,0,0
34771,0,0
34772,0,0
34773,0,0
34785,0,0
34786,0,0
34787,0,0
34788,0,0
34797,0,0
34945,0,0
34946,0.0905,0.136
34947,0,0
34949,0.506,0.684
34950,0.00968,0.0746
34951,0,0
34952,0.0494,0.0838
34953,0,0
34956,0,0
34957,0.143,0.225
34972,0,0
34974,0,0
34981,0.00109,0.0282
34982,0.015,0.0399
34983,0.0541,0.0653
34984,0.0268,0.08
34986,0,0
34987,0,0
34990,0.00924,0.0301
34994,0.0477,0.245
34996,0.134,0.373
34997,0.0177,0.0408
35004,0,0
35005,0,0
35006,0,0
35007,0,0
35010,0,0
35013,0,0
35014,0,0
35016,0,0
35019,0,0
35020,0,0
35022,0,0
35023,0,0
35031,0,0
35032,0,0
35033,0,0
35034,0,0
35035,0,0
35036,0,0
35040,0,0
35042,0,0
35043,0,0
35044,0,0
35045,0,0
35046,0,0
35049,0,0
35051,0,0
35052,0,0
35053,0,0
35054,0,0
35055,0,0
35057,0,0
35058,0,0
35060,0,0
35061,0,0
35062,0,0
35063,0,0
35064,0,0
35068,0,0
35070,0,0
35071,0,0
35072,0,0
35073,0,0
35074,0,0
35077,0,0
35078,0,0
35079,0,0
35080,0,0
35082,0,0
35083,0,0
35085,0,0
35087,0,0
35089,0,0
35091,0,0
35094,0,0
35096,0,0
35097,0,0
35098,0,0
35111,0,0
35112,0,0
35114,0,0
35115,0,0
35116,0,0
35117,0,0
35118,0,0
35119,0,0
35120,0,0
35121,0,0
35124,0,0
35125,0,0
35126,0,0
35127,0,0
35128,0,0
35130,0,0
35131,0,0
35133,0,0
35135,0,0
35136,0,0
35143,0,0
35146,0,0
35147,0,0
35148,0,0
35149,0,0
35150,0,0
35151,0,0
35160,0,0
35171,0,0
35172,0,0
35173,0,0
35175,0,0
35176,0,0
35178,0,0
35179,0,0
35180,0,0
35181,0,0
35183,0,0
35184,0,0
35185,0,0
35186,0,0
35188,0,0
35203,0,0
35204,0,0
35205,0,0
35206,0,0
35207,0,0
35208,0,0
35209,0,0
35210,0,0
35211,0,0
35212,0,0
35213,0,0
35214,0,0
35215,0,0
35216,0,0
35217,0,0
35218,0,0
35221,0,0
35222,0,0
35223,0,0
35224,0,0
35226,0,0
35228,0,0
35229,0,0
35233,0,0
35234,0,0
35235,0,0
35242,0,0
35243,0,0
35244,0,0
35249,0,0
35254,0,0
35401,0,0
35404,0,0
35405,0,0
35406,0,0
35441,0,0
35442,0,0
35443,0,0
35444,0,0
35446,0,0
35447,0,0
35452,0,0
35453,0,0
35456,0,0
35457,0,0
35458,0,0
35459,0,0
35460,0,0
35461,0,0
35462,0,0
35463,0,0
35464,0,0
35466,0,0
35469,0,0
35470,0,0
35473,0,0
35474,0,0
35475,0,0
35476,0,0
35477,0,0
35480,0,0
35481,0,0
35487,0,0
35490,0,0
35491,0,0
35501,0,0
35503,0,0
35504,0,0
35540,0,0
35541,0,0
35542,0,0
35543,0,0
35544,0,0
35545,0,0
35546,0,0
35548,0,0
35549,0,0
35550,0,0
35552,0,0
35553,0,0
35554,0,0
35555,0,0
35559,0,0
35563,0,0
35564,0,0
35565,0,0
35570,0,0
35571,0,0
35572,0,0
35573,0,0
35574,0,0
35575,0,0
35576,0,0
35577,0,0
35578,0,0
35579,0,0
35580,0,0
35581,0,0
35582,0,0
35584,0,0
35585,0,0
35586,0,0
35587,0,0
35592,0,0
35593,0,0
35594,0,0
35601,0,0
35603,0,0
35610,0,0
35611,0,0
35613,0,0
35614,0,0
35615,0,0
35616,0,0
35618,0,0
35619,0,0
35620,0,0
35621,0,0
35622,0,0
35630,0,0
35632,0,0
35633,0,0
35634,0,0
35640,0,0
35643,0,0
35645,0,0
35646,0,0
35647,0,0
35648,0,0
35649,0,0
35650,0,0
35651,0,0
35652,0,0
35653,0,0
35654,0,0
35660,0,0
35661,0,0
35670,0,0
35671,0,0
35672,0,0
35673,0,0
35674,0,0
35677,0,0
35739,0,0
35740,0,0
35741,0,0
35744,0,0
35745,0,0
35746,0,0
35747,0,0
35748,0,0
35749,0,0
35750,0,0
35751,0,0
35752,0,0
35754,0,0
35755,0,0
35756,0,0
35757,0,0
35758,0,0
35759,0,0
35760,0,0
35761,0,0
35763,0,0
35764,0,0
35765,0,0
35766,0,0
35768,0,0
35769,0,0
35771,0,0
35772,0,0
35773,0,0
35774,0,0
35775,0,0
35776,0,0
35801,0,0
35802,0,0
35803,0,0
35805,0,0
35806,0,0
35808,0,0
35810,0,0
35811,0,0
35816,0,0
35824,0,0
35896,0,0
35901,0,0
35903,0,0
35904,0,0
35905,0,0
35906,0,0
35907,0,0
35950,0,0
35951,0,0
35952,0,0
35953,0,0
35954,0,0
35956,0,0
35957,0,0
35958,0,0
35959,0,0
35960,0,0
35961,0,0
35962,0,0
35963,0,0
35966,0,0
35967,0,0
35968,0,0
35971,0,0
35972,0,0
35973,0,0
35974,0,0
35975,0,0
35976,0,0
35978,0,0
35979,0,0
35980,0,0
35981,0,0
35983,0,0
35984,0,0
35986,0,0
35987,0,0
35988,0,0
35989,0,0
35990,0,0
36003,0,0
36005,0,0
36006,0,0
36008,0,0
36009,0,0
36010,0,0
36013,0,0
36016,0,0
36017,0,0
36020,0,0
36022,0,0
36024,0,0
36025,0,0
36026,0,0
36027,0,0
36028,0,0
36029,0,0
36030,0,0
36031,0,0
36032,0,0
36033,0,0
36034,0,0
36035,0,0
36036,0,0
36037,0,0
36038,0,0
36039,0,0
36040,0,0
36041,0,0
36042,0,0
36043,0,0
36046,0,0
36047,0,0
36048,0,0
36049,0,0
36051,0,0
36052,0,0
36053,0,0
36054,0,0
36057,0,0
36064,0,0
36066,0,0
36067,0,0
36069,0,0
36071,0,0
36075,0,0
36078,0,0
36079,0,0
36080,0,0
36081,0,0
36082,0,0
36083,0,0
36088,0,0
36089,0,0
36091,0,0
36092,0,0
36093,0,0
36101,0,0
36104,0,0
36105,0,0
36106,0,0
36107,0,0
36108,0,0
36109,0,0
36110,0,0
36111,0,0
36112,0,0
36113,0,0
36114,0,0
36115,0,0
36116,0,0
36117,0,0
36130,0,0
36201,0,0
36203,0,0
36205,0,0
36206,0,0
36207,0,0
36250,0,0
36251,0,0
36255,0,0
36256,0,0
36258,0,0
36260,0,0
36262,0,0
36263,0,0
36264,0,0
36265,0,0
36266,0,0
36267,0,0
36268,0,0
36269,0,0
36271,0,0
36272,0,0
36273,0,0
36274,0,0
36276,0,0
36277,0,0
36278,0,0
36279,0,0
36280,0,0
36301,0,0
36303,0,0
36305,0,0
36310,0,0
36311,0,0
36312,0,0
36313,0,0
36314,0,0
36316,0,0
36317,0,0
36318,0,0
36319,0,0
36320,0,0
36321,0,0
36322,0,0
36323,0,0
36330,0,0
36340,0,0
36343,0,0
36344,0,0
36345,0,0
36346,0,0
36350,0,0
36351,0,0
36352,0,0
36353,0,0
36360,0,0
36362,0,0
36370,0,0
36371,0,0
36373,0,0
36374,0,0
36375,0,0
36376,0,0
36401,0,0
36420,0,0
36421,0,0
36425,0,0
36426,0,0
36432,0,0
36435,0,0
36436,0,0
36439,0,0
36441,0,0
36442,0,0
36444,0,0
36445,0,0
36446,0,0
36451,0,0
36453,0,0
36454,0,0
36455,0,0
36456,0,0
36460,0,0
36467,0,0
36470,0,0
36471,0,0
36473,0,0
36474,0,0
36475,0,0
36476,0,0
36477,0,0
36480,0.000146,0.00289
36481,0,0
36482,0,0
36483,0,0
36502,0,0
36503,0,0
36505,0.0269,0.125
36507,0.0263,0.0321
36509,0.323,0.868
36511,0.37,0.855
36512,0.00193,0.106
36513,0.016,0.273
36518,0,0
36521,0,0
36522,0,0
36523,0.462,0.899
36524,0,0
36525,0.307,0.392
36526,0.0053,0.0107
36527,0.132,0.16
36528,0.426,0.721
36529,0,0
36530,0.013,0.082
36532,0.0409,0.142
36535,0.0389,0.115
36538,0,0
36539,0,0
36540,0,0.000131
36541,0.0957,0.185
36542,0.224,0.651
36543,0,0
36544,0.0000704,0.0268
36545,0.00976,0.107
36547,0.0211,0.58
36548,0,0
36549,0.132,0.319
36550,0,0.0523
36551,0,0
36553,0.0083,0.0223
36555,0.0766,0.326
36556,0.0838,0.404
36558,0,0
36559,0.089,0.237
36560,0.00208,0.0619
36561,0.135,0.72
36562,0,0
36564,0,0.317
36567,0.00235,0.016
36568,0,0
36569,0,0
36571,0.0654,0.125
36572,0.0681,0.142
36574,0.0961,0.216
36575,0,0
36576,0.00161,0.0211
36578,0,0
36579,0.0578,0.108
36580,0.00505,0.0187
36581,0,0
36582,0.043,0.156
36583,0,0
36584,0,0
36585,0.00405,0.048
36587,0,0
36602,0.298,0.892
36603,0.14,0.625
36604,0,0.0241
36605,0.144,0.565
36606,0.00333,0.0471
36607,0,0.0379
36608,0,0.000657
36609,0,0
36610,0.109,0.19
36611,0.402,0.525
36612,0,0.0446
36613,0.00901,0.0273
36615,0.0273,0.128
36617,0.0359,0.0805
36618,0,0
36619,0.057,0.161
36652,0,0.167
36663,0,0
36688,0,0
36693,0.0678,0.178
36695,0,0
36701,0,0
36703,0,0
36720,0,0
36722,0,0
36723,0,0
36726,0,0
36727,0,0
36728,0,0
36732,0,0
36736,0,0
36738,0,0
36740,0,0
36741,0,0
36742,0,0
36744,0,0
36748,0,0
36749,0,0
36750,0,0
36751,0,0
36752,0,0
36753,0,0
36754,0,0
36756,0,0
36758,0,0
36759,0,0
36761,0,0
36763,0,0
36764,0,0
36765,0,0
36766,0,0
36767,0,0
36768,0,0
36769,0,0
36773,0,0
36775,0,0
36776,0,0
36782,0,0
36783,0,0
36784,0,0
36785,0,0
36786,0,0
36790,0,0
36792,0,0
36793,0,0
36801,0,0
36804,0,0
36830,0,0
36832,0,0
36849,0,0
36850,0,0
36851,0,0
36852,0,0
36853,0,0
36854,0,0
36855,0,0
36856,0,0
36858,0,0
36860,0,0
36861,0,0
36862,0,0
36863,0,0
36865,0,0
36866,0,0
36867,0,0
36869,0,0
36870,0,0
36871,0,0
36874,0,0
36875,0,0
36877,0,0
36879,0,0
36901,0,0
36904,0,0
36907,0,0
36908,0,0
36910,0,0
36912,0,0
36913,0,0
36915,0,0
36916,0,0
36919,0,0
36921,0,0
36922,0,0
36925,0,0
37010,0,0
37012,0,0
37013,0,0
37014,0,0
37015,0,0
37016,0,0
37018,0,0
37019,0,0
37020,0,0
37022,0,0
37023,0,0
37025,0,0
37026,0,0
37027,0,0
37028,0,0
37029,0,0
37030,0,0
37031,0,0
37032,0,0
37033,0,0
37034,0,0
37035,0,0
37036,0,0
37037,0,0
37040,0,0
37042,0,0
37043,0,0
37046,0,0
37047,0,0
37048,0,0
37049,0,0
37050,0,0
37051,0,0
37052,0,0
37055,0,0
37057,0,0
37058,0,0
37059,0,0
37060,0,0
37061,0,0
37062,0,0
37064,0,0
37066,0,0
37067,0,0
37069,0,0
37072,0,0
37073,0,0
37074,0,0
37075,0,0
37076,0,0
37078,0,0
37079,0,0
37080,0,0
37082,0,0
37083,0,0
37085,0,0
37086,0,0
37087,0,0
37090,0,0
37091,0,0
37095,0,0
37096,0,0
37097,0,0
37098,0,0
37101,0,0
37110,0,0
37115,0,0
37118,0,0
37122,0,0
37127,0,0
37128,0,0
37129,0,0
37130,0,0
37132,0,0
37134,0,0
37135,0,0
37137,0,0
37138,0,0
37140,0,0
37141,0,0
37142,0,0
37143,0,0
37144,0,0
37145,0,0
37146,0,0
37148,0,0
37149,0,0
37150,0,0
37151,0,0
37153,0,0
37160,0,0
37165,0,0
37166,0,0
37167,0,0
37171,0,0
37172,0,0
37174,0,0
37175,0,0
37178,0,0
37179,0,0
37180,0,0
37181,0,0
37183,0,0
37184,0,0
37185,0,0
37186,0,0
37187,0,0
37188,0,0
37189,0,0
37190,0,0
37191,0,0
37201,0,0
37203,0,0
37204,0,0
37205,0,0
37206,0,0
37207,0,0
37208,0,0
37209,0,0
37210,0,0
37211,0,0
37212,0,0
37213,0,0
37214,0,0
37215,0,0
37216,0,0
37217,0,0
37218,0,0
37219,0,0
37220,0,0
37221,0,0
37228,0,0
37232,0,0
37238,0,0
37301,0,0
37302,0,0
37303,0,0
37305,0,0
37306,0,0
37307,0,0
37308,0,0
37309,0,0
37310,0,0
37311,0,0
37312,0,0
37313,0,0
37315,0,0
37316,0,0
37317,0,0
37318,0,0
37321,0,0
37322,0,0
37323,0,0
37324,0,0
37325,0,0
37326,0,0
37327,0,0
37328,0,0
37329,0,0
37330,0,0
37331,0,0
37332,0,0
37333,0,0
37334,0,0
37335,0,0
37336,0,0
37337,0,0
37338,0,0
37339,0,0
37340,0,0
37341,0,0
37342,0,0
37343,0,0
37345,0,0
37347,0,0
37348,0,0
37350,0,0
37351,0,0
37352,0,0
37353,0,0
37354,0,0
37355,0,0
37356,0,0
37357,0,0
37359,0,0
37360,0,0
37361,0,0
37362,0,0
37363,0,0
37365,0,0
37366,0,0
37367,0,0
37369,0,0
37370,0,0
37373,0,0
37374,0,0
37375,0,0
37376,0,0
37377,0,0
37379,0,0
37380,0,0
37381,0,0
37383,0,0
37385,0,0
37387,0,0
37388,0,0
37391,0,0
37394,0,0
37396,0,0
37397,0,0
37398,0,0
37402,0,0
37403,0,0
37404,0,0
37405,0,0
37406,0,0
37407,0,0
37408,0,0
37409,0,0
37410,0,0
37411,0,0
37412,0,0
37415,0,0
37416,0,0
37419,0,0
37421,0,0
37450,0,0
37601,0,0
37604,0,0
37614,0,0
37615,0,0
37616,0,0
37617,0,0
37618,0,0
37620,0,0
37640,0,0
37641,0,0
37642,0,0
37643,0,0
37645,0,0
37650,0,0
37656,0,0
37657,0,0
37658,0,0
37659,0,0
37660,0,0
37663,0,0
37664,0,0
37665,0,0
37680,0,0
37681,0,0
37682,0,0
37683,0,0
37686,0,0
37687,0,0
37688,0,0
37690,0,0
37691,0,0
37692,0,0
37694,0,0
37701,0,0
37705,0,0
37708,0,0
37709,0,0
37710,0,0
37711,0,0
37713,0,0
37714,0,0
37715,0,0
37716,0,0
37719,0,0
37721,0,0
37722,0,0
37723,0,0
37724,0,0
37725,0,0
37726,0,0
37727,0,0
37729,0,0
37730,0,0
37731,0,0
37732,0,0
37733,0,0
37737,0,0
37738,0,0
37742,0,0
37743,0,0
37745,0,0
37748,0,0
37752,0,0
37753,0,0
37754,0,0
37755,0,0
37756,0,0
37757,0,0
37760,0,0
37762,0,0
37763,0,0
37764,0,0
37765,0,0
37766,0,0
37769,0,0
37770,0,0
37771,0,0
37772,0,0
37774,0,0
37777,0,0
37779,0,0
37801,0,0
37803,0,0
37804,0,0
37806,0,0
37807,0,0
37809,0,0
37810,0,0
37811,0,0
37813,0,0
37814,0,0
37818,0,0
37819,0,0
37820,0,0
37821,0,0
37825,0,0
37826,0,0
37828,0,0
37829,0,0
37830,0,0
37840,0,0
37841,0,0
37843,0,0
37845,0,0
37846,0,0
37847,0,0
37848,0,0
37849,0,0
37851,0,0
37852,0,0
37853,0,0
37854,0,0
37857,0,0
37860,0,0
37861,0,0
37862,0,0
37863,0,0
37865,0,0
37866,0,0
37869,0,0
37870,0,0
37871,0,0
37872,0,0
37873,0,0
37874,0,0
37876,0,0
37877,0,0
37878,0,0
37879,0,0
37880,0,0
37881,0,0
37882,0,0
37885,0,0
37886,0,0
37887,0,0
37888,0,0
37890,0,0
37891,0,0
37892,0,0
37902,0,0
37909,0,0
37912,0,0
37914,0,0
37915,0,0
37916,0,0
37917,0,0
37918,0,0
37919,0,0
37920,0,0
37921,0,0
37922,0,0
37923,0,0
37924,0,0
37929,0,0
37931,0,0
37932,0,0
37934,0,0
37938,0,0
38001,0,0
38002,0,0
38004,0,0
38006,0,0
38007,0,0
38008,0,0
38011,0,0
38012,0,0
38015,0,0
38016,0,0
38017,0,0
38018,0,0
38019,0,0
38021,0,0
38023,0,0
38024,0,0
38028,0,0
38029,0,0
38030,0,0
38034,0,0
38036,0,0
38037,0,0
38039,0,0
38040,0,0
38041,0,0
38042,0,0
38044,0,0
38046,0,0
38047,0,0
38049,0,0
38050,0,0
38052,0,0
38053,0,0
38054,0,0
38057,0,0
38058,0,0
38059,0,0
38060,0,0
38061,0,0
38063,0,0
38066,0,0
38067,0,0
38068,0,0
38069,0,0
38070,0,0
38075,0,0
38076,0,0
38077,0,0
38079,0,0
38080,0,0
38103,0,0
38104,0,0
38105,0,0
38106,0,0
38107,0,0
38108,0,0
38109,0,0
38111,0,0
38112,0,0
38113,0,0
38114,0,0
38115,0,0
38116,0,0
38117,0,0
38118,0,0
38119,0,0
38120,0,0
38122,0,0
38125,0,0
38126,0,0
38127,0,0
38128,0,0
38131,0,0
38132,0,0
38133,0,0
38134,0,0
38135,0,0
38138,0,0
38139,0,0
38141,0,0
38152,0,0
38201,0,0
38220,0,0
38221,0,0
38222,0,0
38224,0,0
38225,0,0
38226,0,0
38229,0,0
38230,0,0
38231,0,0
38232,0,0
38233,0,0
38235,0,0
38236,0,0
38237,0,0
38240,0,0
38241,0,0
38242,0,0
38251,0,0
38253,0,0
38254,0,0
38255,0,0
38256,0,0
38257,0,0
38258,0,0
38259,0,0
38260,0,0
38261,0,0
38301,0,0
38305,0,0
38310,0,0
38311,0,0
38313,0,0
38315,0,0
38316,0,0
38317,0,0
38318,0,0
38320,0,0
38321,0,0
38326,0,0
38327,0,0
38328,0,0
38329,0,0
38330,0,0
38332,0,0
38333,0,0
38334,0,0
38337,0,0
38338,0,0
38339,0,0
38340,0,0
38341,0,0
38342,0,0
38343,0,0
38344,0,0
38345,0,0
38347,0,0
38348,0,0
38351,0,0
38352,0,0
38355,0,0
38356,0,0
38357,0,0
38358,0,0
38359,0,0
38361,0,0
38362,0,0
38363,0,0
38365,0,0
38366,0,0
38367,0,0
38368,0,0
38369,0,0
38370,0,0
38371,0,0
38372,0,0
38374,0,0
38375,0,0
38376,0,0
38379,0,0
38380,0,0
38381,0,0
38382,0,0
38387,0,0
38388,0,0
38389,0,0
38390,0,0
38391,0,0
38392,0,0
